age,salaire_mensuel,statut_retraite,statut_salarie,depense_totale
62,1765.1,True,False,1307.29
30,2579.26,False,True,2215.38
83,1345.87,True,False,1053.85
72,3008.32,False,True,2296.37
67,1383.5,True,False,1108.33
21,664.53,False,False,650.17
40,4597.43,False,True,3807.29
23,1762.82,False,True,1418.95
29,2091.66,False,True,1662.97
37,2549.02,False,True,1999.64
57,500.0,False,True,355.33
29,3545.15,False,True,3428.61
18,500.0,False,False,482.44
61,1504.05,True,False,1352.18
83,690.44,True,False,608.48
31,1497.81,False,True,1279.96
60,1802.28,True,False,1602.29
41,2321.46,False,True,1887.88
20,2660.11,False,True,2079.35
46,3000.43,False,True,2410.47
67,1101.5,True,False,878.47
25,1675.82,False,True,1366.77
63,1749.9,False,True,1518.43
28,1747.92,False,True,1199.03
49,4564.52,False,True,3904.94
40,3381.7,False,True,3065.03
82,2456.34,True,False,2082.43
35,2088.29,False,True,1801.72
19,2643.19,False,True,2135.94
72,2907.29,False,True,2179.49
39,2049.83,False,True,2005.15
29,1463.23,False,True,1237.75
33,1927.93,False,True,1618.59
57,1755.65,False,True,1466.06
50,2499.14,False,True,2064.96
36,1638.07,False,True,1488.64
80,744.7,True,False,698.0
43,2219.2,False,True,1902.51
72,1744.69,True,False,1337.0
74,2934.79,False,True,2534.83
64,2617.69,False,True,2198.17
44,5118.57,False,True,4308.49
84,1619.59,False,True,1407.88
19,649.05,False,False,575.86
48,1917.24,False,True,1482.99
72,3529.11,False,True,2950.69
56,4862.99,False,True,4145.03
51,3886.5,False,True,3006.82
23,1691.93,False,True,1481.62
19,1944.33,False,True,1721.62
74,3434.92,False,True,2815.67
38,700.83,False,True,543.36
21,2874.09,False,True,2573.02
74,1445.79,True,False,1194.9
58,1378.75,False,True,1160.69
82,2509.09,True,False,2358.75
55,500.0,False,True,375.9
72,3586.51,False,True,3254.3
78,2569.07,True,False,2261.15
21,729.65,False,False,699.87
46,1816.49,False,True,1451.22
65,1643.7,True,False,1422.82
35,2958.88,False,True,2581.72
62,1808.05,False,True,1416.42
19,608.73,False,False,590.72
67,1864.61,True,False,1521.12
48,2428.84,False,True,1906.45
56,4141.95,False,True,3256.64
64,1653.98,True,False,1257.52
67,910.78,True,False,738.74
40,2977.06,False,True,2447.81
71,3311.0,False,True,3083.8
62,1444.63,True,False,1301.73
36,2851.2,False,True,2090.49
78,1947.27,False,True,1592.0
75,2821.76,True,False,2342.37
47,3552.07,False,True,2925.24
44,2837.52,False,True,2348.75
39,2878.95,False,True,2514.72
76,1996.23,True,False,1657.04
41,3045.75,False,True,2673.72
71,1459.96,True,False,1245.7
52,2831.51,False,True,2370.07
37,2957.8,False,True,2499.29
23,945.26,False,False,809.91
51,2547.67,False,True,2096.96
50,862.9,False,True,714.35
33,2558.09,False,True,1922.45
67,1317.65,True,False,1183.98
72,1729.49,True,False,1620.92
45,2736.12,False,True,2376.6
53,1695.97,False,True,1380.15
53,2872.12,False,True,2462.16
22,2673.55,False,True,2110.17
28,2680.46,False,True,2339.98
42,3033.47,False,True,2524.19
42,4082.68,False,True,3114.27
81,1857.54,True,False,1765.59
74,2818.16,True,False,2404.97
20,2747.63,False,True,2163.16
24,500.0,False,False,450.58
71,2616.66,True,False,2323.94
81,2895.17,False,True,2500.29
62,1930.68,True,False,1650.35
40,3276.54,False,True,2701.24
25,817.29,False,False,714.49
60,2293.9,True,False,1838.2
49,3055.9,False,True,2471.38
32,3837.18,False,True,3349.23
66,1558.31,False,True,1356.43
63,2397.92,True,False,2066.64
25,1168.48,False,False,1115.94
36,3616.99,False,True,3253.37
30,3753.67,False,True,2821.03
42,2869.22,False,True,2264.75
44,1479.41,False,True,1170.49
66,1081.85,True,False,927.78
47,3812.41,False,True,3333.6
28,3090.32,False,True,2817.14
19,1400.63,False,False,1344.3
35,1669.88,False,True,1372.16
77,565.46,True,False,469.67
56,1006.41,False,True,728.4
47,2477.49,False,True,2384.53
50,2406.18,False,True,2041.73
80,2062.46,True,False,1767.21
25,840.39,False,False,755.0
67,1978.55,True,False,1728.38
18,911.38,False,False,843.44
78,2105.55,True,False,1724.89
54,1980.79,False,True,1704.72
49,1432.36,False,True,1107.61
47,2115.82,False,True,1594.82
44,3129.78,False,True,2532.14
29,3027.82,False,True,2634.99
47,3614.04,False,True,3234.18
77,1793.84,True,False,1339.07
24,3084.32,False,True,2646.11
81,2026.64,True,False,1741.51
41,1828.55,False,True,1665.11
65,3532.25,False,True,2746.07
68,2861.78,False,True,2465.49
57,789.68,False,True,687.21
33,2889.68,False,True,2421.94
28,2334.8,False,True,1967.09
36,2985.17,False,True,2472.48
23,1314.5,False,False,1264.55
73,1695.22,True,False,1525.41
26,3035.95,False,True,2580.28
18,1095.99,False,False,1054.08
25,1018.74,False,False,884.0
44,1743.37,False,True,1582.17
62,770.67,True,False,595.29
50,2679.68,False,True,1967.82
82,2892.15,False,True,2546.08
51,2513.99,False,True,1873.97
20,2126.0,False,True,1794.45
83,3752.73,False,True,3136.53
40,2065.96,False,True,1653.8
21,2514.4,False,True,2181.29
65,2720.96,False,True,2389.76
18,616.28,False,False,546.16
42,3149.61,False,True,2668.85
48,1337.11,False,True,1118.44
69,1693.19,True,False,1451.87
82,1508.13,True,False,1216.62
24,1540.53,False,False,1445.69
65,1611.06,True,False,1212.54
80,1342.51,True,False,1217.32
31,2524.78,False,True,2118.0
44,6034.41,False,True,4663.63
27,3139.09,False,True,2348.68
65,1443.71,False,True,1221.02
20,1132.33,False,False,1025.14
33,1635.11,False,True,1329.15
69,2677.65,True,False,2251.56
61,1575.03,True,False,1343.47
59,2279.6,False,True,1851.08
63,1780.96,True,False,1577.67
33,975.69,False,True,791.88
20,623.96,False,False,589.01
54,4165.83,False,True,3788.94
58,2685.78,False,True,2306.11
21,1363.26,False,False,1249.57
42,1449.55,False,True,1344.29
33,2564.4,False,True,1931.72
42,2754.98,False,True,2284.94
66,1584.0,True,False,1201.33
39,2448.8,False,True,2105.65
76,1395.23,True,False,1215.78
68,2247.3,True,False,1697.14
27,1499.03,False,True,1107.14
23,1425.9,False,False,1331.81
40,772.61,False,True,655.0
47,2415.73,False,True,2261.92
28,2792.83,False,True,2505.99
84,1903.86,False,True,1590.3
22,1143.6,False,False,999.13
43,3658.76,False,True,2883.96
24,981.39,False,False,907.79
78,2537.54,True,False,2282.02
58,2854.07,False,True,2599.33
48,1685.54,False,True,1257.19
31,833.08,False,True,682.59
66,3413.48,False,True,2950.62
65,1723.67,True,False,1554.34
64,2348.99,True,False,2053.08
77,1587.85,True,False,1245.72
76,2327.54,True,False,2144.01
43,3279.26,False,True,2772.87
25,500.0,False,True,395.43
49,2806.31,False,True,2356.91
47,2351.72,False,True,1838.49
64,2451.07,False,True,2383.03
51,4705.07,False,True,3668.89
23,2110.12,False,True,1603.61
67,1870.51,True,False,1477.18
52,3154.59,False,True,2415.72
62,1150.12,False,True,952.81
26,1509.43,False,True,1215.03
79,523.46,False,True,441.05
75,1431.57,True,False,1280.26
65,1247.47,True,False,924.12
69,1940.7,True,False,1711.82
71,1814.77,True,False,1463.58
26,1446.19,False,True,1183.92
70,1794.97,True,False,1490.77
27,3783.05,False,True,2863.1
49,2826.98,False,True,2619.6
23,1121.77,False,False,1040.67
38,3363.03,False,True,2825.63
74,2921.91,False,True,2546.52
55,2447.78,False,True,2147.52
51,2949.39,False,True,2611.04
27,1141.86,False,True,995.73
78,1810.9,True,False,1593.08
48,3277.04,False,True,2809.54
28,1453.37,False,True,1174.01
42,4381.45,False,True,3403.85
66,2959.17,False,True,2488.57
61,2146.23,True,False,1923.28
45,1484.91,False,True,1204.79
55,2785.08,False,True,2031.11
43,2000.37,False,True,1909.6
71,879.65,True,False,697.27
51,3276.12,False,True,2865.94
58,2955.88,False,True,2513.46
62,2010.73,True,False,1699.43
69,1479.67,True,False,1290.17
35,1471.06,False,True,1276.6
32,2587.41,False,True,2055.26
53,2555.91,False,True,2244.97
77,1814.21,True,False,1528.7
78,1309.89,True,False,1151.51
49,3453.09,False,True,2908.88
41,2972.28,False,True,2583.28
59,3943.16,False,True,3038.03
23,1034.52,False,False,938.06
53,1681.15,False,True,1457.36
65,880.07,True,False,713.52
47,3879.89,False,True,3143.47
46,1091.49,False,True,931.59
50,3238.83,False,True,2595.55
49,3824.17,False,True,3440.11
76,3090.52,False,True,2903.68
51,2452.17,False,True,2171.42
45,2645.74,False,True,2293.6
75,1817.62,False,True,1709.49
27,1458.2,False,True,1074.22
77,1570.89,True,False,1392.63
43,847.24,False,True,699.69
58,1734.14,False,True,1342.86
25,899.18,False,False,865.94
40,3774.91,False,True,3098.04
84,2680.13,True,False,2085.64
29,1840.36,False,True,1480.8
59,2232.41,False,True,1619.61
49,3365.41,False,True,3286.41
24,2143.24,False,True,1935.11
43,2482.24,False,True,2275.63
29,819.18,False,True,665.28
69,3463.97,False,True,3018.06
68,2035.47,True,False,1770.74
68,1553.86,False,True,1324.15
31,3016.96,False,True,2593.5
76,2099.67,True,False,1891.03
81,1416.18,True,False,1137.25
23,564.06,False,False,496.45
40,1756.44,False,True,1487.37
58,3445.24,False,True,2529.64
53,3537.8,False,True,3052.86
61,2409.97,True,False,2102.0
73,1300.95,True,False,1216.18
19,1259.25,False,False,1109.19
63,2431.53,False,True,1905.84
81,2973.64,True,False,2455.71
82,2625.7,True,False,2340.41
44,2691.04,False,True,2377.58
58,2245.34,False,True,1934.32
71,1252.01,True,False,1114.13
36,3949.97,False,True,3036.09
73,2113.2,True,False,1498.18
22,528.69,False,False,467.96
47,3176.51,False,True,2595.52
38,2992.21,False,True,2709.76
73,1443.59,True,False,1119.02
58,3594.38,False,True,3006.92
53,2257.03,False,True,1763.17
57,1462.31,False,True,1144.28
31,1805.58,False,True,1438.75
48,3238.96,False,True,2735.61
36,2381.08,False,True,2020.1
55,2193.02,False,True,2025.48
24,2614.63,False,True,2364.2
20,989.85,False,False,936.75
68,1243.06,True,False,1098.44
49,2206.59,False,True,1873.06
64,1701.59,True,False,1401.49
52,3240.61,False,True,2524.62
30,3697.45,False,True,3105.57
31,992.72,False,True,800.52
33,2921.38,False,True,2486.95
65,1786.14,True,False,1354.1
33,3618.47,False,True,2869.9
34,4244.1,False,True,3714.04
30,3300.92,False,True,2880.47
58,4191.85,False,True,3685.67
51,1212.78,False,True,928.46
57,1718.79,False,True,1247.19
79,4658.13,False,True,3686.71
24,732.17,False,False,624.66
31,4456.73,False,True,3784.36
20,1692.35,False,True,1334.86
26,2076.39,False,True,1844.06
41,3623.06,False,True,3122.63
68,3366.01,False,True,2543.81
18,2572.24,False,True,2211.09
79,1878.25,True,False,1499.09
60,1760.96,True,False,1537.6
30,1762.58,False,True,1536.28
32,3133.01,False,True,2560.97
63,2199.97,True,False,1905.73
75,1840.55,True,False,1612.23
70,2421.5,True,False,2100.15
38,2233.81,False,True,1955.46
50,3939.55,False,True,3402.57
38,3758.43,False,True,3079.83
56,3734.93,False,True,3146.3
45,3199.38,False,True,2832.6
50,4724.36,False,True,4051.03
60,1628.77,True,False,1412.41
28,3107.84,False,True,2629.08
20,1281.49,False,True,1152.22
77,1565.5,True,False,1300.43
64,2282.2,True,False,1962.07
51,2337.32,False,True,1801.26
75,1160.22,True,False,1023.16
75,2235.16,True,False,1929.02
41,3191.77,False,True,2512.48
58,500.0,False,True,462.8
83,2998.76,False,True,2539.35
68,2094.06,True,False,1874.4
44,1933.71,False,True,1633.42
28,2628.87,False,True,2219.85
78,1598.58,True,False,1265.62
26,4214.66,False,True,3487.04
46,2277.18,False,True,1900.98
66,2160.57,False,True,1943.29
30,1204.31,False,True,953.81
63,1193.81,True,False,1060.85
26,3857.53,False,True,3293.8
46,3620.49,False,True,2876.32
29,2676.16,False,True,2068.33
25,623.71,False,False,563.04
20,805.7,False,False,706.14
20,588.09,False,False,567.27
42,3795.11,False,True,3165.13
80,3273.38,False,True,2825.91
66,2420.47,True,False,1908.23
57,4011.85,False,True,3512.17
81,2251.35,True,False,1841.09
42,2540.36,False,True,2101.11
28,2814.24,False,True,2323.66
34,3214.69,False,True,2982.36
58,4019.28,False,True,3472.19
27,2726.2,False,True,2178.48
47,1938.78,False,True,1652.6
27,1646.35,False,True,1127.79
41,2020.64,False,True,1687.25
51,1922.99,False,True,1687.28
19,864.12,False,False,755.76
56,2359.6,False,True,1931.91
79,1683.88,True,False,1435.59
41,1369.49,False,True,1237.09
68,2206.05,True,False,2029.14
22,2315.65,False,True,1850.92
65,1288.38,True,False,1134.44
84,2632.78,False,True,2098.52
45,3344.53,False,True,2937.45
22,1220.81,False,True,1168.98
28,3819.85,False,True,3145.79
51,4410.92,False,True,4107.43
32,1313.38,False,True,1092.97
78,1587.12,True,False,1404.14
75,2787.32,False,True,2344.63
36,1629.12,False,True,1295.31
21,3131.6,False,True,2736.24
33,942.32,False,True,757.17
50,4365.31,False,True,3576.52
77,3584.14,False,True,3131.19
43,1750.54,False,True,1518.53
31,1422.73,False,True,1226.79
37,3451.59,False,True,2654.5
74,901.96,True,False,731.06
76,2037.45,True,False,1592.53
61,2480.05,True,False,2156.58
35,2466.88,False,True,1782.33
68,3282.76,False,True,2547.41
20,646.7,False,False,619.74
46,2201.48,False,True,1751.08
68,1083.35,True,False,915.38
44,2676.32,False,True,2321.16
42,3132.81,False,True,2355.12
73,1298.31,True,False,1028.1
57,3906.12,False,True,3251.9
55,3400.76,False,True,2612.48
80,1961.3,False,True,1663.93
31,2689.84,False,True,2049.2
75,1208.47,True,False,1014.13
59,3641.56,False,True,2903.66
80,2799.6,True,False,2263.29
60,2557.5,False,True,2088.26
31,1747.61,False,True,1349.12
24,893.38,False,False,807.2
63,1863.5,False,True,1627.39
25,2661.6,False,True,2242.75
78,1098.49,False,True,885.06
81,1373.08,False,True,1187.56
38,3058.93,False,True,2588.17
22,778.99,False,False,676.84
84,1781.91,True,False,1548.94
77,1274.42,True,False,1088.4
49,2398.02,False,True,1968.9
70,1684.74,False,True,1461.66
25,2208.92,False,True,1756.01
79,2003.87,True,False,1645.14
37,2301.43,False,True,1730.53
27,2164.66,False,True,1662.52
78,3392.24,False,True,2805.23
28,1227.16,False,True,1068.27
40,2080.18,False,True,1755.63
48,2761.43,False,True,2375.82
67,1548.69,True,False,1391.11
79,1693.3,True,False,1444.63
70,3256.77,False,True,2587.11
39,1534.78,False,True,1336.66
24,878.7,False,False,802.61
48,1893.85,False,True,1632.49
77,1971.63,True,False,1752.18
29,1378.94,False,True,1258.88
66,2098.04,True,False,1820.63
32,2805.7,False,True,2195.97
47,2236.0,False,True,1948.75
38,4741.32,False,True,4465.18
69,1290.43,True,False,1054.29
33,2563.47,False,True,2146.16
25,1492.8,False,False,1341.09
58,2092.72,False,True,1901.58
55,3772.78,False,True,3148.68
58,3812.0,False,True,3087.15
82,1220.97,True,False,1092.73
23,1351.74,False,False,1224.67
49,4319.86,False,True,3631.4
66,1136.77,True,False,935.8
23,3804.91,False,True,3053.98
24,3232.2,False,True,2403.01
75,1757.73,True,False,1572.45
81,3421.57,False,True,2687.87
81,3750.56,False,True,3358.43
44,883.14,False,True,698.86
26,2561.75,False,True,2073.1
65,2714.7,True,False,2054.41
79,3018.91,True,False,2672.83
65,1919.78,True,False,1689.14
53,3428.22,False,True,2917.35
70,1839.25,True,False,1444.77
50,3937.54,False,True,3043.25
69,2514.91,True,False,2213.47
77,2389.4,False,True,1777.83
81,2026.47,True,False,1628.51
76,1400.16,True,False,1197.44
25,863.31,False,False,739.29
68,986.07,True,False,863.86
19,1635.69,False,True,1273.7
69,1936.02,True,False,1495.38
51,2618.06,False,True,2137.26
65,3081.81,False,True,2557.12
82,1979.02,True,False,1679.63
30,2324.57,False,True,1865.09
73,2702.27,False,True,2320.74
29,2143.4,False,True,1953.53
54,2222.73,False,True,1936.75
28,2997.49,False,True,2305.14
76,2454.44,False,True,2283.0
58,2297.89,False,True,1942.83
53,1880.41,False,True,1549.67
49,3990.01,False,True,3475.01
21,4913.38,False,True,4355.16
74,2229.72,True,False,1761.97
30,2191.93,False,True,1806.26
70,2280.91,True,False,2242.24
79,1265.42,True,False,955.16
77,1418.85,True,False,1193.0
30,1460.52,False,True,1128.54
42,3456.18,False,True,2935.71
48,1224.75,False,True,1057.77
26,3150.62,False,True,2721.43
84,2387.04,True,False,2099.15
41,1466.17,False,True,1307.71
70,1083.94,True,False,941.88
54,3345.41,False,True,2529.87
51,4358.33,False,True,3642.6
29,2911.85,False,True,2331.88
72,3009.8,False,True,2487.15
58,1677.53,False,True,1458.84
55,2161.78,False,True,1813.11
42,2170.49,False,True,2099.7
28,1309.84,False,True,1178.94
46,3029.34,False,True,2487.44
58,3862.91,False,True,3320.87
74,1685.81,True,False,1553.8
67,2505.4,True,False,2182.21
69,3252.66,False,True,2794.25
57,2481.21,False,True,2152.2
69,2029.27,True,False,1733.69
68,1565.51,True,False,1385.08
82,1589.95,False,True,1329.49
68,1901.78,True,False,1679.37
41,3930.18,False,True,3339.29
53,1905.32,False,True,1638.03
25,3978.02,False,True,3539.21
62,2014.88,True,False,1622.84
30,2872.76,False,True,2372.76
54,2465.53,False,True,2157.74
45,2208.44,False,True,1930.16
35,2595.6,False,True,2292.81
25,3046.3,False,True,2528.68
58,1367.77,False,True,1185.64
67,2385.44,True,False,1973.15
50,3008.59,False,True,2606.23
84,1638.45,True,False,1455.06
83,1315.68,True,False,1101.03
40,1226.01,False,True,1042.39
63,1799.42,False,True,1467.51
73,1080.88,False,True,931.51
26,2717.75,False,True,2349.34
61,1945.76,True,False,1734.46
55,3185.07,False,True,2714.78
56,3236.63,False,True,2753.03
73,2904.37,False,True,2351.39
51,3403.98,False,True,2880.99
25,2738.23,False,True,2243.18
32,3139.75,False,True,2650.51
72,1945.65,False,True,1707.6
79,815.37,True,False,669.92
73,1024.9,True,False,896.03
82,1062.47,True,False,962.93
31,2799.17,False,True,2025.97
57,2097.78,False,True,1846.04
34,3281.68,False,True,2577.32
66,2586.93,True,False,2057.44
53,2117.65,False,True,1985.12
80,1354.25,True,False,1104.22
48,3408.8,False,True,2867.76
29,2528.96,False,True,2169.13
60,1550.22,True,False,1441.9
35,2811.15,False,True,2511.94
82,1981.21,False,True,1684.5
52,1220.9,False,True,931.1
47,3283.9,False,True,2694.98
65,1546.75,True,False,1276.64
31,3617.11,False,True,2981.83
18,1287.33,False,False,1174.1
18,1226.91,False,False,1163.47
25,893.47,False,False,823.72
79,2581.68,True,False,2062.18
52,2993.56,False,True,2543.06
48,3116.15,False,True,2588.62
60,2350.5,True,False,1819.3
58,1228.62,False,True,1104.11
28,2712.69,False,True,2494.81
38,2619.98,False,True,2180.28
37,2508.05,False,True,2204.63
80,2091.61,True,False,1822.66
33,3503.09,False,True,2720.13
19,835.35,False,False,768.16
66,1833.83,False,True,1624.0
51,2971.32,False,True,2471.73
79,2372.31,False,True,1909.92
79,2319.27,True,False,1939.14
39,766.88,False,True,642.34
52,3067.83,False,True,2524.88
65,1975.85,True,False,1687.69
55,2700.95,False,True,2025.34
84,2317.49,False,True,1780.08
57,3110.52,False,True,2549.9
81,3268.31,False,True,2716.15
59,3606.2,False,True,3058.49
64,1588.92,True,False,1302.37
84,2344.34,True,False,2111.15
69,1050.7,False,True,984.99
62,1137.36,True,False,997.15
42,2474.59,False,True,1896.16
46,3152.3,False,True,2431.78
63,1305.89,True,False,1173.12
52,1328.92,False,True,1146.22
43,1078.95,False,True,893.06
23,2870.88,False,True,2303.07
73,3406.78,False,True,3049.48
31,2136.56,False,True,1865.05
75,1674.49,True,False,1461.49
31,544.82,False,True,480.82
25,1071.79,False,False,1034.34
56,1872.8,False,True,1518.64
69,2501.97,True,False,2241.33
35,3584.33,False,True,2687.39
71,2531.93,False,True,2203.74
40,3086.42,False,True,2726.59
78,2047.28,True,False,1913.23
84,2786.52,True,False,2405.27
26,1585.23,False,True,1290.33
83,1504.68,True,False,1248.81
21,1523.73,False,False,1343.96
81,2715.43,False,True,2290.92
72,2635.18,False,True,1988.25
22,862.73,False,False,746.82
84,2620.63,True,False,2068.07
73,2293.58,True,False,1975.93
81,2057.94,True,False,1598.56
37,3618.64,False,True,3042.26
56,2913.69,False,True,2453.11
29,1698.93,False,True,1402.68
70,1598.93,True,False,1469.24
40,2493.64,False,True,2008.98
53,3015.95,False,True,2529.56
49,2310.86,False,True,1865.63
80,1470.54,True,False,1266.61
46,3223.18,False,True,2512.67
51,3335.86,False,True,2906.35
32,1586.29,False,True,1390.11
35,2162.41,False,True,1833.53
63,1938.49,True,False,1729.01
19,3250.96,False,True,2664.09
30,3508.44,False,True,3051.46
45,2690.13,False,True,2112.52
35,2959.64,False,True,2501.49
23,1095.65,False,False,1001.57
36,3343.13,False,True,2967.89
67,2162.38,True,False,2033.13
34,2720.67,False,True,2363.97
32,1931.36,False,True,1615.07
19,1372.43,False,False,1244.52
20,3170.18,False,True,2471.07
51,2971.67,False,True,2233.06
83,2544.13,False,True,2424.86
49,2581.61,False,True,2345.75
38,2414.58,False,True,2013.21
40,2649.08,False,True,2043.02
75,1799.51,True,False,1500.33
34,1549.53,False,True,1304.68
68,1917.33,True,False,1673.32
49,3042.52,False,True,2440.59
75,2190.97,True,False,1862.65
68,4200.68,False,True,3650.65
32,1665.84,False,True,1476.22
43,3790.12,False,True,3476.67
35,3077.33,False,True,2482.55
38,950.05,False,True,824.21
21,2309.29,False,True,1957.11
81,1342.2,True,False,1159.25
32,2059.99,False,True,1764.73
62,2128.78,False,True,1685.35
32,1375.86,False,True,1082.0
43,2814.28,False,True,2565.14
48,1841.34,False,True,1438.31
76,3874.14,False,True,3058.08
65,1967.84,True,False,1661.38
54,1818.78,False,True,1370.02
28,2346.66,False,True,2055.26
25,4321.04,False,True,3551.87
32,2700.2,False,True,2327.2
83,2564.96,True,False,2094.09
51,3774.28,False,True,3207.73
69,2106.94,True,False,1779.21
75,1839.84,True,False,1552.6
69,1466.94,True,False,1241.94
46,3655.19,False,True,2913.15
77,1464.94,True,False,1247.57
57,2321.2,False,True,2106.06
40,2396.86,False,True,1864.35
47,3388.69,False,True,3080.96
78,1200.63,True,False,985.61
58,2031.32,False,True,1585.02
24,879.83,False,False,814.85
73,1671.21,True,False,1359.27
69,3004.79,True,False,2373.73
28,3672.92,False,True,2870.21
75,1485.45,True,False,1304.73
56,2590.57,False,True,2203.38
67,1549.81,False,True,1247.56
27,2397.9,False,True,2164.83
32,1959.73,False,True,1691.76
18,4941.8,False,True,4082.18
49,832.83,False,True,648.23
72,2509.27,False,True,2177.99
69,1341.97,True,False,1115.87
74,2184.19,True,False,1806.93
21,800.79,False,False,754.32
81,2278.66,False,True,1894.12
18,1296.24,False,False,1247.31
34,2819.77,False,True,2218.09
68,2067.7,True,False,1837.93
25,1074.3,False,False,980.01
28,2484.71,False,True,2079.37
25,500.0,False,False,441.01
29,1482.77,False,True,1331.77
60,829.39,True,False,738.8
25,1808.18,False,True,1465.12
21,500.0,False,False,444.5
60,1418.79,False,True,1200.93
21,2712.37,False,True,2544.1
23,1543.17,False,True,1270.21
24,802.74,False,False,774.68
44,1697.08,False,True,1366.84
23,967.25,False,False,919.2
33,2488.2,False,True,2161.75
78,1518.06,True,False,1311.03
65,3837.99,False,True,2864.36
29,3769.81,False,True,3115.83
72,2394.66,True,False,2034.16
36,2908.26,False,True,2526.82
76,1933.04,True,False,1656.75
67,3638.5,False,True,2977.3
19,2501.91,False,True,2050.1
74,3410.04,False,True,2473.38
50,3360.39,False,True,2788.09
52,574.95,False,True,447.97
38,4306.62,False,True,3784.8
68,2053.04,True,False,1901.25
64,1895.47,False,True,1602.36
45,3753.62,False,True,3310.72
50,2291.29,False,True,1703.41
76,2289.54,True,False,1859.75
74,2288.27,True,False,1877.6
73,3115.74,False,True,2783.36
70,2808.35,False,True,2341.06
61,2267.72,False,True,1991.87
54,3518.28,False,True,2926.98
70,1546.65,True,False,1298.13
22,843.55,False,False,719.51
44,1480.8,False,True,1104.62
24,1319.84,False,False,1198.42
38,3192.93,False,True,2694.7
26,4494.66,False,True,3891.04
58,1130.18,False,True,971.28
59,2512.86,False,True,1970.84
